"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1966
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
10.;05.03.;10 ;24 ;7 ;44 ;29 ;16 ;3 ;34.748.207,00 ;3  x  ;500.000,00 ;26  x  ;109.366,35 ;1.156  x     ;3.757,35 ;64.842  x    ;66,95 ;1.194.360  x;3,60  
11.;12.03.;46 ;28 ;30 ;44 ;34 ;29 ;9 ;34.165.253,50 ;unbesetzt;;11  x  ;388.241,50 ;585  x     ;7.300,25 ;35.781  x    ;119,35 ;814.140  x;5,20  
12.;19.03.;38 ;8 ;19 ;14 ;41 ;43 ;27 ;34.690.877,50 ;3  x  ;500.000,00 ;52  x  ;54.545,35 ;958  x     ;4.526,45 ;61.565  x    ;70,40 ;1.205.977  x;3,55  
13.;26.03.;40 ;5 ;30 ;22 ;27 ;44 ;18 ;34.336.777,00 ;3  x  ;500.000,00 ;47  x  ;59.406,30 ;862  x     ;4.979,20 ;54.087  x    ;79,35 ;1.079.402  x;3,95  
14.;02.04.;21 ;29 ;2 ;39 ;37 ;6 ;20 ;35.001.372,00 ;3  x  ;500.000,00 ;19  x  ;151.324,80 ;1.248  x     ;3.505,70 ;67.719  x    ;64,60 ;1.203.621  x;3,60  
15.;09.04.;41 ;15 ;28 ;26 ;39 ;25 ;21 ;33.441.052,50 ;1  x  ;500.000,00 ;13  x  ;283.087,00 ;693  x     ;6.031,90 ;44.506  x    ;93,90 ;957.303  x;4,35  
16.;16.04.;15 ;30 ;28 ;26 ;6 ;20 ;47 ;33.868.392,00 ;5  x  ;500.000,00 ;10  x  ;173.354,90 ;1.014  x     ;4.175,05 ;56.675  x    ;74,65 ;1.061.811  x;3,95  
17.;23.04.;26 ;40 ;36 ;19 ;42 ;41 ;47 ;34.262.276,50 ;1  x  ;500.000,00 ;9  x  ;420.309,35 ;544  x     ;7.872,75 ;45.142  x    ;94,85 ;1.061.513  x;4,00  
18.;30.04.;34 ;39 ;8 ;43 ;35 ;21 ;36 ;34.720.591,00 ;unbesetzt;;10  x  ;434.007,35 ;770  x     ;5.636,45 ;49.951  x    ;86,85 ;1.044.109  x;4,15  
19.;07.05.;8 ;19 ;31 ;39 ;1 ;4 ;21 ;34.434.256,00 ;7  x  ;491.917,90 ;54  x  ;15.941,75 ;2.110  x     ;2.039,90 ;102.215  x    ;42,10 ;1.541.787  x;2,75  
20.;14.05.;9 ;22 ;20 ;49 ;36 ;5 ;27 ;34.468.617,00 ;6  x  ;500.000,00 ;44  x  ;29.740,35 ;1.528  x     ;2.819,70 ;79.251  x    ;54,35 ;1.359.958  x;3,15  
21.;21.05.;45 ;35 ;49 ;17 ;30 ;5 ;41 ;33.003.530,00 ;6  x  ;500.000,00 ;20  x  ;56.272,05 ;983  x     ;4.196,75 ;56.328  x    ;73,20 ;1.026.056  x;4,00  
22.;28.05.;37 ;40 ;45 ;9 ;31 ;36 ;1 ;34.343.195,00 ;2  x  ;500.000,00 ;7  x  ;470.414,15 ;649  x     ;6.614,60 ;53.539  x    ;80,15 ;1.152.225  x;3,70  
23.;04.06.;31 ;8 ;23 ;45 ;4 ;48 ;39 ;33.851.610,50 ;2  x  ;500.000,00 ;30  x  ;107.715,00 ;1.255  x     ;3.371,65 ;69.965  x    ;60,45 ;1.216.807  x;3,45  
24.;11.06.;6 ;19 ;3 ;22 ;12 ;2 ;16 ;32.737.856,00 ;15  x  ;218.252,35 ;66  x  ;12.400,70 ;3.109  x     ;1.316,25 ;121.033  x    ;33,80 ;1.710.838  x;2,35  
25.;18.06.;4 ;20 ;45 ;5 ;33 ;27 ;17 ;31.592.012,50 ;6  x  ;500.000,00 ;26  x  ;36.500,05 ;1.205  x     ;3.277,15 ;58.536  x    ;67,45 ;1.112.693  x;3,50  
26.;25.06.;17 ;18 ;21 ;24 ;33 ;34 ;5 ;33.195.840,00 ;4  x  ;500.000,00 ;36  x  ;59.707,75 ;834  x     ;4.975,35 ;53.722  x    ;77,20 ;1.223.939  x;3,35  
27.;02.07.;19 ;38 ;46 ;28 ;33 ;36 ;21 ;34.307.253,50 ;1  x  ;500.000,00 ;17  x  ;222.847,45 ;1.108  x     ;3.870,40 ;73.183  x    ;58,55 ;1.364.438  x;3,10  
28.;09.07.;36 ;42 ;37 ;15 ;28 ;21 ;23 ;34.172.365,00 ;5  x  ;500.000,00 ;23  x  ;77.023,70 ;1.243  x     ;3.436,45 ;63.315  x    ;67,45 ;1.170.078  x;3,65  
29.;16.07.;39 ;11 ;22 ;41 ;49 ;43 ;3 ;34.003.130,00 ;2  x  ;500.000,00 ;19  x  ;171.073,20 ;869  x     ;4.891,10 ;55.997  x    ;75,90 ;1.061.648  x;4,00  
30.;23.07.;5 ;10 ;26 ;33 ;47 ;12 ;21 ;33.441.580,50 ;10  x  ;334.415,80 ;37  x  ;22.595,65 ;2.242  x     ;1.864,45 ;80.314  x    ;52,00 ;1.284.806  x;3,25  
31.;30.07.;37 ;32 ;41 ;12 ;10 ;4 ;24 ;33.379.944,50 ;5  x  ;500.000,00 ;66  x  ;25.340,80 ;946  x     ;4.410,65 ;60.667  x    ;68,75 ;1.137.902  x;3,65  
32.;06.08.;38 ;40 ;7 ;1 ;23 ;49 ;25 ;33.556.493,50 ;3  x  ;500.000,00 ;39  x  ;69.091,30 ;1.173  x     ;3.575,90 ;60.887  x    ;68,85 ;1.114.499  x;3,75  
33.;13.08.;34 ;27 ;3 ;40 ;24 ;23 ;26 ;33.185.934,50 ;unbesetzt;;3  x  ;500.000,00 ;532  x     ;12.775,30 ;51.697  x    ;80,20 ;1.173.580  x;3,50  
34.;20.08.;38 ;45 ;30 ;10 ;47 ;5 ;20 ;33.504.516,50 ;unbesetzt;;37  x  ;113.190,90 ;957  x     ;4.376,20 ;57.940  x    ;72,25 ;1.085.841  x;3,85  
35.;27.08.;40 ;18 ;25 ;12 ;48 ;5 ;16 ;34.016.442,50 ;12  x  ;283.470,35 ;16  x  ;53.150,65 ;2.185  x     ;1.946,00 ;85.019  x    ;50,00 ;1.357.403  x;3,10  
36.;03.09.;33 ;12 ;43 ;42 ;6 ;21 ;4 ;35.057.972,50 ;4  x  ;500.000,00 ;65  x  ;36.649,90 ;1.547  x     ;2.832,70 ;76.109  x    ;57,55 ;1.276.028  x;3,40  
37.;10.09.;34 ;16 ;28 ;27 ;49 ;21 ;45 ;34.840.029,50 ;5  x  ;500.000,00 ;14  x  ;132.500,25 ;557  x     ;7.818,65 ;40.224  x    ;108,25 ;934.236  x;4,65  
38.;17.09.;14 ;38 ;48 ;28 ;21 ;24 ;36 ;35.689.962,50 ;9  x  ;396.555,10 ;36  x  ;24.784,65 ;1.591  x     ;2.804,05 ;69.605  x    ;64,05 ;1.285.462  x;3,45  
39.;24.09.;1 ;44 ;14 ;26 ;16 ;35 ;20 ;35.325.556,00 ;4  x  ;500.000,00 ;16  x  ;150.980,90 ;1.053  x     ;4.193,40 ;54.747  x    ;80,65 ;999.940  x;4,40  
40.;01.10.;16 ;23 ;10 ;45 ;21 ;14 ;26 ;36.069.815,00 ;1  x  ;500.000,00 ;11  x  ;364.429,70 ;621  x     ;7.260,40 ;46.435  x    ;97,05 ;1.044.930  x;4,30  
41.;08.10.;34 ;13 ;28 ;33 ;31 ;35 ;30 ;36.051.791,50 ;1  x  ;500.000,00 ;16  x  ;250.404,60 ;647  x     ;6.965,15 ;55.232  x    ;81,55 ;1.157.482  x;3,85  
42.;15.10.;4 ;44 ;35 ;40 ;28 ;20 ;14 ;36.528.174,00 ;2  x  ;500.000,00 ;38  x  ;93.842,65 ;906  x     ;5.039,75 ;54.248  x    ;84,15 ;1.017.778  x;4,45  
43.;22.10.;42 ;13 ;6 ;17 ;44 ;1 ;48 ;36.166.333,50 ;1  x  ;500.000,00 ;16  x  ;251.299,45 ;782  x     ;5.781,05 ;50.999  x    ;88,60 ;1.097.534  x;4,10  
44.;29.10.;35 ;29 ;42 ;37 ;39 ;44 ;6 ;36.302.876,00 ;6  x  ;500.000,00 ;5  x  ;307.571,90 ;1.571  x     ;2.888,50 ;53.666  x    ;84,55 ;1.081.177  x;4,15  
45.;05.11.;46 ;25 ;42 ;11 ;18 ;43 ;26 ;36.171.313,00 ;unbesetzt;;11  x  ;411.037,60 ;945  x     ;4.784,55 ;63.107  x    ;71,60 ;1.191.344  x;3,75  
46.;12.11.;27 ;13 ;16 ;1 ;49 ;33 ;45 ;36.579.437,50 ;9  x  ;406.438,15 ;56  x  ;16.330,10 ;1.507  x     ;3.034,10 ;75.831  x    ;60,25 ;1.295.493  x;3,50  
47.;19.11.;45 ;8 ;27 ;29 ;22 ;18 ;17 ;36.369.282,50 ;2  x  ;500.000,00 ;14  x  ;253.297,15 ;1.134  x     ;4.008,95 ;75.096  x    ;60,50 ;1.377.829  x;3,25  
48.;26.11.;43 ;33 ;42 ;17 ;9 ;30 ;21 ;36.828.956,50 ;4  x  ;500.000,00 ;48  x  ;54.242,05 ;1.492  x     ;3.085,50 ;81.499  x    ;56,45 ;1.427.244  x;3,20  
49.;03.12.;12 ;5 ;41 ;17 ;10 ;11 ;32 ;41.835.867,00 ;2  x  ;500.000,00 ;17  x  ;248.793,10 ;1.054  x     ;4.961,55 ;80.154  x    ;65,20 ;1.556.564  x;3,35  
50.;10.12.;29 ;5 ;45 ;34 ;8 ;49 ;36 ;38.010.509,00 ;5  x  ;500.000,00 ;17  x  ;132.430,20 ;893  x     ;5.320,60 ;55.786  x    ;85,15 ;1.146.650  x;4,10  
51.;17.12.;21 ;40 ;38 ;18 ;39 ;41 ;26 ;38.037.875,00 ;1  x  ;500.000,00 ;13  x  ;327.287,25 ;725  x     ;6.558,25 ;52.149  x    ;91,15 ;1.065.560  x;4,45  
52.;25.12.;32 ;15 ;21 ;10 ;16 ;19 ;41 ;38.241.695,50 ;4  x  ;500.000,00 ;26  x  ;106.931,20 ;1.033  x     ;4.627,50 ;70.502  x    ;67,80 ;1.411.353  x;3,35  
