"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1969
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
13.;29.03.;41 ;29 ;27 ;17 ;15 ;30 ;6 ;39.705.987,00 ;4  x  ;500.000,00 ;27  x  ;109.749,90 ;1.047  x     ;4.740,40 ;62.908  x    ;78,85 ;1.259.068  x;3,90  
14.;05.04.;35 ;46 ;32 ;16 ;27 ;25 ;28 ;38.705.352,50 ;2  x  ;500.000,00 ;8  x  ;479.771,10 ;1.038  x     ;4.661,00 ;67.827  x    ;71,30 ;1.302.696  x;3,70  
15.;12.04.;15 ;43 ;40 ;47 ;31 ;16 ;46 ;38.048.793,00 ;3  x  ;500.000,00 ;11  x  ;296.009,00 ;815  x     ;5.835,70 ;54.544  x    ;87,15 ;1.088.820  x;4,35  
16.;19.04.;43 ;9 ;19 ;8 ;24 ;34 ;10 ;39.542.708,00 ;4  x  ;500.000,00 ;44  x  ;66.882,65 ;1.859  x     ;2.658,85 ;92.641  x    ;53,35 ;1.602.185  x;3,05  
17.;26.04.;2 ;49 ;34 ;40 ;45 ;23 ;17 ;39.153.990,50 ;1  x  ;500.000,00 ;44  x  ;99.869,25 ;1.101  x     ;4.445,25 ;61.625  x    ;79,40 ;1.173.014  x;4,15  
18.;03.05.;25 ;48 ;18 ;26 ;1 ;46 ;40 ;38.477.717,50 ;3  x  ;500.000,00 ;13  x  ;254.593,40 ;943  x     ;5.100,40 ;58.772  x    ;81,80 ;1.198.151  x;4,00  
19.;10.05.;34 ;21 ;48 ;49 ;25 ;14 ;36 ;39.129.572,50 ;2  x  ;500.000,00 ;32  x  ;121.599,85 ;1.192  x     ;4.103,35 ;60.013  x    ;81,50 ;1.196.126  x;4,05  
20.;17.05.;3 ;10 ;48 ;46 ;27 ;13 ;33 ;37.596.420,50 ;1  x  ;500.000,00 ;52  x  ;80.760,60 ;1.179  x     ;3.986,00 ;67.163  x    ;69,95 ;1.310.070  x;3,55  
21.;24.05.;12 ;13 ;32 ;48 ;4 ;11 ;31 ;38.623.190,00 ;1  x  ;500.000,00 ;42  x  ;103.045,20 ;817  x     ;5.909,30 ;63.715  x    ;75,75 ;1.357.910  x;3,55  
22.;31.05.;29 ;17 ;26 ;47 ;43 ;40 ;7 ;43.211.035,50 ;9  x  ;480.122,60 ;57  x  ;18.952,20 ;1.650  x     ;3.273,55 ;81.805  x    ;66,00 ;1.468.917  x;3,65  
23.;07.06.;45 ;22 ;49 ;12 ;30 ;3 ;35 ;38.966.026,50 ;8  x  ;487.075,30 ;47  x  ;20.726,60 ;1.261  x     ;3.862,60 ;67.428  x    ;72,20 ;1.280.507  x;3,80  
24.;14.06.;24 ;2 ;48 ;18 ;36 ;15 ;17 ;38.138.544,00 ;10  x  ;381.385,40 ;32  x  ;29.795,70 ;2.476  x     ;1.925,40 ;97.246  x    ;49,00 ;1.472.444  x;3,20  
25.;21.06.;20 ;8 ;47 ;31 ;40 ;25 ;23 ;38.089.330,50 ;5  x  ;500.000,00 ;27  x  ;83.746,90 ;1.237  x     ;3.848,95 ;64.177  x    ;74,15 ;1.191.948  x;3,95  
26.;28.06.;3 ;17 ;46 ;11 ;20 ;41 ;19 ;38.767.798,00 ;4  x  ;500.000,00 ;35  x  ;81.313,55 ;1.380  x     ;3.511,55 ;75.573  x    ;64,10 ;1.331.053  x;3,60  
27.;05.07.;22 ;21 ;40 ;43 ;45 ;9 ;18 ;38.176.704,50 ;4  x  ;500.000,00 ;37  x  ;74.921,25 ;1.673  x     ;2.852,40 ;85.603  x    ;55,70 ;1.501.275  x;3,15  
28.;12.07.;26 ;20 ;10 ;22 ;1 ;40 ;18 ;38.510.757,00 ;3  x  ;500.000,00 ;21  x  ;157.802,10 ;1.475  x     ;3.263,60 ;81.843  x    ;58,80 ;1.258.329  x;3,80  
29.;19.07.;32 ;34 ;46 ;44 ;14 ;11 ;6 ;37.568.830,50 ;7  x  ;500.000,00 ;32  x  ;37.378,20 ;1.362  x     ;3.447,90 ;72.674  x    ;64,60 ;1.317.588  x;3,55  
30.;26.07.;26 ;13 ;21 ;48 ;49 ;44 ;30 ;36.717.825,00 ;6  x  ;500.000,00 ;20  x  ;79.486,40 ;1.226  x     ;3.743,65 ;68.007  x    ;67,45 ;1.272.685  x;3,60  
31.;02.08.;7 ;49 ;33 ;14 ;24 ;43 ;34 ;37.677.088,00 ;15  x  ;251.180,55 ;29  x  ;32.480,20 ;2.196  x     ;2.144,60 ;79.835  x    ;58,95 ;1.356.261  x;3,45  
32.;09.08.;22 ;8 ;5 ;49 ;25 ;31 ;16 ;37.150.250,00 ;4  x  ;500.000,00 ;24  x  ;110.157,55 ;1.029  x     ;4.512,90 ;65.066  x    ;71,35 ;1.239.210  x;3,70  
33.;16.08.;14 ;17 ;33 ;38 ;1 ;47 ;13 ;37.208.180,00 ;10  x  ;372.081,80 ;40  x  ;23.255,10 ;1.440  x     ;3.229,85 ;69.128  x    ;67,25 ;1.228.144  x;3,75  
34.;23.08.;33 ;40 ;36 ;23 ;10 ;6 ;47 ;37.579.233,00 ;5  x  ;500.000,00 ;32  x  ;68.668,85 ;1.520  x     ;3.090,35 ;82.262  x    ;57,10 ;1.405.839  x;3,30  
35.;30.08.;4 ;15 ;3 ;28 ;49 ;25 ;13 ;38.629.845,00 ;2  x  ;500.000,00 ;16  x  ;239.295,65 ;921  x     ;5.242,90 ;60.725  x    ;79,50 ;1.244.783  x;3,85  
36.;06.09.;40 ;12 ;11 ;36 ;33 ;39 ;31 ;38.448.203,50 ;7  x  ;500.000,00 ;37  x  ;35.297,95 ;1.512  x     ;3.178,55 ;82.243  x    ;58,40 ;1.548.774  x;3,10  
37.;13.09.;22 ;40 ;12 ;26 ;41 ;27 ;29 ;38.578.689,50 ;6  x  ;500.000,00 ;22  x  ;82.833,45 ;1.012  x     ;4.765,15 ;62.000  x    ;77,75 ;1.348.671  x;3,55  
38.;20.09.;5 ;38 ;9 ;18 ;24 ;25 ;30 ;38.790.195,00 ;8  x  ;484.877,40 ;40  x  ;24.243,85 ;2.349  x     ;2.064,15 ;113.366  x    ;42,75 ;1.812.318  x;2,65  
39.;27.09.;39 ;46 ;43 ;48 ;33 ;10 ;19 ;38.687.011,00 ;unbesetzt;;32  x  ;151.121,10 ;1.008  x     ;4.797,45 ;65.453  x    ;73,85 ;1.285.829  x;3,75  
40.;04.10.;29 ;11 ;15 ;3 ;21 ;37 ;2 ;39.084.155,50 ;19  x  ;205.706,05 ;43  x  ;22.723,30 ;2.357  x     ;2.072,75 ;96.149  x    ;50,80 ;1.514.779  x;3,20  
41.;11.10.;2 ;7 ;20 ;6 ;39 ;4 ;3 ;38.864.179,50 ;2  x  ;500.000,00 ;12  x  ;321.501,85 ;871  x     ;5.577,50 ;60.682  x    ;80,05 ;1.223.987  x;3,95  
42.;18.10.;8 ;27 ;17 ;14 ;36 ;45 ;1 ;39.174.807,50 ;14  x  ;279.820,05 ;65  x  ;15.067,20 ;2.158  x     ;2.269,15 ;90.078  x    ;54,35 ;1.501.246  x;3,25  
43.;25.10.;4 ;12 ;19 ;36 ;14 ;7 ;3 ;38.920.038,50 ;3  x  ;500.000,00 ;46  x  ;73.152,25 ;2.175  x     ;2.236,75 ;112.206  x    ;43,35 ;1.809.777  x;2,65  
44.;01.11.;32 ;10 ;19 ;28 ;7 ;38 ;11 ;39.583.918,50 ;10  x  ;395.839,15 ;43  x  ;23.013,90 ;2.355  x     ;2.101,05 ;104.200  x    ;47,45 ;1.689.336  x;2,90  
45.;08.11.;10 ;18 ;21 ;46 ;3 ;15 ;16 ;39.347.247,00 ;7  x  ;500.000,00 ;25  x  ;56.736,20 ;1.449  x     ;3.394,30 ;81.271  x    ;60,50 ;1.429.473  x;3,40  
46.;15.11.;4 ;12 ;18 ;42 ;38 ;21 ;41 ;39.818.616,00 ;22  x  ;180.993,70 ;26  x  ;38.287,10 ;2.366  x     ;2.103,65 ;99.987  x    ;49,75 ;1.577.737  x;3,15  
47.;22.11.;49 ;37 ;36 ;29 ;38 ;39 ;43 ;39.548.200,50 ;17  x  ;232.636,45 ;19  x  ;52.037,10 ;1.231  x     ;4.015,85 ;56.119  x    ;88,05 ;1.053.575  x;4,65  
48.;29.11.;32 ;1 ;6 ;23 ;29 ;38 ;25 ;40.573.615,00 ;1  x  ;500.000,00 ;22  x  ;207.804,60 ;644  x     ;7.875,30 ;49.978  x    ;101,45 ;1.115.856  x;4,50  
49.;06.12.;34 ;41 ;9 ;22 ;45 ;38 ;35 ;46.412.783,00 ;4  x  ;500.000,00 ;20  x  ;190.079,85 ;1.686  x     ;3.441,00 ;93.983  x    ;61,70 ;1.674.338  x;3,45  
50.;13.12.;10 ;31 ;45 ;44 ;39 ;7 ;19 ;41.391.154,50 ;unbesetzt;;41  x  ;126.192,50 ;874  x     ;5.919,75 ;61.177  x    ;84,55 ;1.325.368  x;3,90  
51.;20.12.;15 ;49 ;48 ;13 ;8 ;6 ;40 ;40.582.714,50 ;6  x  ;500.000,00 ;18  x  ;115.157,70 ;815  x     ;6.224,30 ;51.518  x    ;98,45 ;1.150.625  x;4,40  
52.;27.12.;29 ;35 ;12 ;49 ;9 ;3 ;17 ;34.743.032,00 ;5  x  ;500.000,00 ;50  x  ;36.857,55 ;1.357  x     ;3.200,35 ;75.183  x    ;57,75 ;1.342.518  x;3,20  
;;;;;;;;;;;;;;;;;;;
