LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2012
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;04.02.;SA;10;15;40;27;24;45;17;5;64.003.653,75  ;1  x  ;19.060.133,80  ;13  x  ;196.934,30  ;18  x  ;88.893,90  ;2.296  x  ;1.811,90  ;3.254  x  ;196,60  ;92.749  x  ;34,50  ;109.139  x  ;23,40  ;1.458.927  x  ;9,60  
6.;08.02.;MI;45;24;13;34;8;47;12;5;22.671.818,25  ;1  x  ;1.133.590,90  ;6  x  ;151.145,40  ;14  x  ;40.485,30  ;919  x  ;1.603,50  ;1.621  x  ;139,80  ;31.096  x  ;36,40  ;39.136  x  ;23,10  ;484.041  x  ;10,30  
;11.02.;SA;32;2;34;48;49;11;14;1;47.299.291,50  ;JP;2.364.964,50  ;5  x  ;378.394,30  ;22  x  ;53.749,10  ;1.051  x  ;2.925,20  ;2.148  x  ;220,20  ;62.595  x  ;37,70  ;62.875  x  ;30,00  ;1.111.176  x  ;9,30  
7.;15.02.;MI;40;41;35;15;36;29;11;2;22.562.549,25  ;JP;3.493.091,90  ;JP;902.501,90  ;6  x  ;94.010,60  ;290  x  ;5.057,10  ;828  x  ;272,40  ;17.538  x  ;64,30  ;27.468  x  ;32,80  ;358.057  x  ;13,80  
;18.02.;SA;40;27;3;13;25;47;26;5;49.369.389,00  ;2  x  ;2.980.780,60  ;6  x  ;479.546,20  ;39  x  ;31.647,00  ;1.573  x  ;2.040,00  ;3.024  x  ;163,20  ;78.233  x  ;31,50  ;85.433  x  ;23,10  ;1.260.403  x  ;8,60  
8.;22.02.;MI;19;14;24;12;48;4;49;7;21.028.161,00  ;JP;1.051.408,00  ;2  x  ;420.563,20  ;15  x  ;35.046,90  ;553  x  ;2.471,60  ;1.473  x  ;142,70  ;31.938  x  ;32,90  ;37.273  x  ;22,50  ;530.430  x  ;8,70  
;25.02.;SA;48;43;16;7;11;14;38;1;46.890.911,25  ;JP;3.395.953,50  ;2  x  ;937.818,20  ;22  x  ;53.285,10  ;766  x  ;3.978,90  ;2.501  x  ;187,40  ;45.750  x  ;51,20  ;72.078  x  ;26,00  ;939.257  x  ;10,90  
9.;29.02.;MI;25;32;6;43;11;35;29;5;23.123.687,25  ;JP;4.552.137,80  ;4  x  ;231.236,80  ;10  x  ;57.809,20  ;591  x  ;2.543,20  ;1.173  x  ;197,10  ;28.715  x  ;40,20  ;33.018  x  ;28,00  ;531.876  x  ;9,50  
;03.03.;SA;22;48;4;24;40;33;31;9;50.456.558,25  ;JP;7.074.965,70  ;JP;2.018.262,30  ;15  x  ;84.094,20  ;848  x  ;3.867,50  ;2.508  x  ;201,10  ;56.180  x  ;44,90  ;77.031  x  ;26,20  ;1.107.255  x  ;10,00  
10.;07.03.;MI;33;38;25;29;49;47;3;5;29.011.705,50  ;1  x  ;8.525.550,90  ;2  x  ;1.589.365,20  ;19  x  ;38.173,20  ;921  x  ;2.047,50  ;2.017  x  ;143,80  ;41.856  x  ;34,60  ;57.942  x  ;20,00  ;681.430  x  ;9,30  
;10.03.;SA;15;10;26;35;1;21;39;1;47.595.384,75  ;JP;2.379.769,20  ;6  x  ;317.302,50  ;21  x  ;56.661,10  ;902  x  ;3.429,80  ;2.332  x  ;204,00  ;49.880  x  ;47,70  ;65.638  x  ;29,00  ;938.994  x  ;11,10  
11.;14.03.;MI;8;22;9;13;3;49;27;9;22.150.692,75  ;JP;3.487.303,80  ;3  x  ;295.342,50  ;18  x  ;30.764,80  ;617  x  ;2.333,50  ;1.812  x  ;122,20  ;31.240  x  ;35,40  ;48.658  x  ;18,20  ;549.529  x  ;8,80  
;17.03.;SA;3;43;7;23;42;33;1;2;47.820.706,50  ;2  x  ;2.939.169,50  ;7  x  ;273.261,10  ;31  x  ;38.565,00  ;3.526  x  ;881,50  ;4.514  x  ;105,90  ;108.673  x  ;22,10  ;85.453  x  ;22,10  ;1.204.320  x  ;8,70  
12.;21.03.;MI;49;26;34;14;38;4;27;6;20.388.174,00  ;1  x  ;1.019.408,70  ;3  x  ;271.842,30  ;12  x  ;42.475,30  ;655  x  ;2.023,20  ;1.017  x  ;200,40  ;26.991  x  ;37,70  ;31.183  x  ;26,10  ;453.764  x  ;9,80  
;24.03.;SA;35;37;43;39;49;22;30;7;44.311.680,00  ;1  x  ;2.215.584,00  ;6  x  ;295.411,20  ;15  x  ;73.852,80  ;937  x  ;3.073,90  ;1.717  x  ;258,00  ;45.760  x  ;48,40  ;47.230  x  ;37,50  ;803.402  x  ;12,10  
13.;28.03.;MI;42;17;2;23;22;39;8;6;19.580.142,00  ;JP;979.007,10  ;JP;783.205,60  ;15  x  ;32.633,50  ;372  x  ;3.421,20  ;1.108  x  ;176,70  ;22.074  x  ;44,30  ;32.250  x  ;24,20  ;416.373  x  ;10,30  
;31.03.;SA;43;40;25;1;26;27;4;5;45.800.623,50  ;1  x  ;3.269.038,20  ;2  x  ;1.307.615,20  ;20  x  ;57.250,70  ;778  x  ;3.826,50  ;2.141  x  ;213,90  ;49.358  x  ;46,30  ;70.380  x  ;26,00  ;886.609  x  ;11,30  
14.;04.04.;MI;23;46;29;42;19;37;21;8;20.426.748,75  ;JP;1.021.337,40  ;JP;817.069,90  ;10  x  ;51.066,80  ;453  x  ;2.930,90  ;832  x  ;245,50  ;20.781  x  ;49,10  ;24.491  x  ;33,30  ;389.152  x  ;11,50  
;07.04.;SA;15;35;2;10;44;12;43;7;45.737.449,50  ;JP;3.308.209,80  ;3  x  ;882.189,20  ;11  x  ;103.948,70  ;732  x  ;4.061,30  ;1.547  x  ;295,60  ;48.149  x  ;47,40  ;48.835  x  ;37,40  ;938.422  x  ;10,70  
15.;11.04.;MI;16;2;44;4;7;6;10;9;20.222.289,75  ;JP;4.319.324,20  ;1  x  ;808.891,50  ;22  x  ;22.979,80  ;519  x  ;2.532,60  ;2.441  x  ;82,80  ;31.649  x  ;31,90  ;53.578  x  ;15,00  ;508.622  x  ;8,70  
;14.04.;SA;26;48;42;29;39;37;32;8;46.485.930,75  ;JP;6.643.620,70  ;4  x  ;464.859,30  ;25  x  ;46.485,90  ;922  x  ;3.277,20  ;2.621  x  ;177,30  ;49.735  x  ;46,70  ;68.795  x  ;27,00  ;886.998  x  ;11,50  
16.;18.04.;MI;8;35;33;21;34;6;13;5;22.308.092,25  ;JP;7.759.025,30  ;2  x  ;446.161,80  ;10  x  ;55.770,20  ;402  x  ;3.607,00  ;1.275  x  ;174,90  ;22.278  x  ;50,00  ;35.134  x  ;25,30  ;431.113  x  ;11,30  
;21.04.;SA;20;41;6;24;19;7;17;5;48.925.178,25  ;JP;10.205.284,20  ;6  x  ;326.167,80  ;24  x  ;50.963,70  ;1.338  x  ;2.376,70  ;3.190  x  ;153,30  ;76.062  x  ;32,10  ;98.778  x  ;19,80  ;1.299.510  x  ;8,20  
17.;25.04.;MI;40;46;42;3;26;23;36;7;24.937.302,00  ;JP;11.452.149,30  ;2  x  ;498.746,00  ;16  x  ;38.964,50  ;519  x  ;3.123,10  ;1.307  x  ;190,70  ;29.206  x  ;42,60  ;34.693  x  ;28,70  ;544.790  x  ;10,00  
;28.04.;SA;11;47;37;20;17;33;36;0;51.092.784,75  ;4  x  ;3.501.697,10  ;14  x  ;145.979,30  ;21  x  ;60.824,70  ;3.209  x  ;1.034,90  ;2.444  x  ;209,00  ;104.143  x  ;27,00  ;65.685  x  ;27,00  ;1.423.284  x  ;7,80  
18.;02.05.;MI;15;20;4;35;14;17;25;4;20.060.344,50  ;JP;1.003.017,20  ;JP;802.413,70  ;11  x  ;45.591,60  ;238  x  ;5.478,60  ;1.144  x  ;175,30  ;18.680  x  ;53,60  ;33.503  x  ;23,90  ;363.620  x  ;12,10  
;05.05.;SA;31;28;5;48;14;8;42;5;45.629.269,50  ;1  x  ;3.284.480,60  ;5  x  ;525.516,80  ;35  x  ;32.592,30  ;1.277  x  ;2.322,50  ;2.473  x  ;184,50  ;62.743  x  ;36,30  ;66.057  x  ;27,60  ;1.008.917  x  ;9,90  
19.;09.05.;MI;20;16;40;45;17;15;9;8;20.147.771,25  ;JP;1.007.388,50  ;JP;805.910,80  ;10  x  ;50.369,40  ;338  x  ;3.874,50  ;773  x  ;260,60  ;20.253  x  ;49,70  ;27.008  x  ;29,80  ;362.829  x  ;12,20  
;12.05.;SA;36;31;18;34;30;13;2;9;45.086.865,00  ;JP;3.261.731,70  ;4  x  ;652.346,30  ;30  x  ;37.572,30  ;1.385  x  ;2.115,90  ;3.126  x  ;144,20  ;64.984  x  ;34,60  ;73.788  x  ;24,40  ;1.010.845  x  ;9,80  
20.;16.05.;MI;41;46;45;16;44;24;47;5;21.256.052,25  ;JP;4.324.534,30  ;2  x  ;425.121,00  ;11  x  ;48.309,20  ;343  x  ;4.028,10  ;1.646  x  ;129,10  ;22.231  x  ;47,80  ;44.380  x  ;19,10  ;410.100  x  ;11,40  
;19.05.;SA;20;42;36;34;43;47;17;5;44.689.765,50  ;JP;6.559.022,50  ;JP;1.787.590,60  ;10  x  ;111.724,40  ;569  x  ;5.105,10  ;1.814  x  ;246,30  ;33.567  x  ;66,50  ;59.630  x  ;29,90  ;678.737  x  ;14,40  
21.;23.05.;MI;23;42;36;26;1;31;3;7;21.750.342,75  ;JP;7.646.539,60  ;JP;2.657.604,30  ;8  x  ;67.969,80  ;304  x  ;4.650,50  ;1.059  x  ;205,30  ;18.944  x  ;57,40  ;33.948  x  ;25,60  ;394.056  x  ;12,10  
;26.05.;SA;44;15;34;11;48;5;8;4;47.726.202,00  ;1  x  ;10.032.849,70  ;2  x  ;2.283.326,10  ;16  x  ;74.572,10  ;748  x  ;4.147,30  ;1.967  x  ;242,60  ;47.591  x  ;50,10  ;65.515  x  ;29,10  ;915.794  x  ;11,40  
22.;30.05.;MI;21;2;45;23;10;44;42;9;19.266.775,50  ;JP;963.338,70  ;2  x  ;385.335,50  ;9  x  ;53.518,80  ;420  x  ;2.981,70  ;866  x  ;222,40  ;20.034  x  ;48,00  ;24.247  x  ;31,70  ;375.740  x  ;11,20  
;02.06.;SA;13;9;26;30;41;37;33;4;44.717.474,25  ;2  x  ;1.599.606,20  ;16  x  ;111.793,60  ;26  x  ;42.997,50  ;3.577  x  ;812,50  ;3.634  x  ;123,00  ;88.554  x  ;25,20  ;90.797  x  ;19,60  ;1.108.283  x  ;8,80  
23.;06.06.;MI;27;9;38;42;1;17;43;8;19.980.923,25  ;JP;999.046,10  ;4  x  ;199.809,20  ;4  x  ;124.880,70  ;593  x  ;2.190,10  ;1.189  x  ;168,00  ;29.030  x  ;34,40  ;30.433  x  ;26,20  ;500.011  x  ;8,70  
;09.06.;SA;28;17;31;10;15;22;12;9;43.709.688,00  ;JP;3.184.530,50  ;6  x  ;291.397,90  ;21  x  ;52.035,30  ;921  x  ;3.084,80  ;2.853  x  ;153,20  ;47.885  x  ;45,60  ;86.390  x  ;20,20  ;898.559  x  ;10,70  
24.;13.06.;MI;33;40;1;46;32;29;10;6;20.508.975,75  ;JP;4.209.979,20  ;3  x  ;333.270,80  ;1  x  ;333.270,80  ;249  x  ;5.353,70  ;786  x  ;260,90  ;16.431  x  ;62,40  ;28.500  x  ;28,70  ;354.834  x  ;12,70  
;16.06.;SA;1;48;28;17;46;33;10;8;45.040.506,00  ;2  x  ;3.231.002,20  ;5  x  ;360.324,00  ;27  x  ;41.704,10  ;963  x  ;3.040,10  ;2.394  x  ;188,10  ;49.396  x  ;45,50  ;68.843  x  ;26,10  ;927.675  x  ;10,60  
25.;20.06.;MI;3;6;22;24;28;17;16;0;19.168.921,50  ;JP;958.446,00  ;JP;766.756,80  ;7  x  ;68.460,40  ;522  x  ;2.386,90  ;1.062  x  ;180,40  ;27.221  x  ;35,20  ;29.282  x  ;26,10  ;487.250  x  ;8,60  
;23.06.;SA;39;19;33;13;11;27;2;4;43.427.250,75  ;1  x  ;3.129.808,50  ;14  x  ;178.846,20  ;79  x  ;13.742,80  ;3.570  x  ;790,60  ;4.191  x  ;103,60  ;90.944  x  ;23,80  ;99.085  x  ;17,50  ;1.283.926  x  ;7,40  
26.;27.06.;MI;2;31;37;15;43;5;48;1;20.436.526,50  ;1  x  ;1.021.826,30  ;1  x  ;817.461,00  ;7  x  ;72.987,50  ;405  x  ;3.279,90  ;930  x  ;219,70  ;20.619  x  ;49,50  ;27.245  x  ;30,00  ;405.759  x  ;11,00  
;30.06.;SA;8;20;30;22;7;41;27;4;43.581.967,50  ;JP;2.179.098,30  ;4  x  ;435.819,60  ;17  x  ;64.091,10  ;920  x  ;3.079,10  ;1.931  x  ;225,60  ;48.878  x  ;44,50  ;62.536  x  ;27,80  ;897.401  x  ;10,60  
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 27. - 52. Kalenderwoche 2012
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi))
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;
KW;2012;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro
27.;04.07.;MI;3;6;33;25;49;12;21;6;20.096.694,75  ;JP;3.183.933,00  ;5  x  ;160.773,50  ;14  x  ;35.886,90  ;988  x  ;1.322,10  ;1.746  x  ;115,10  ;40.996  x  ;24,50  ;42.474  x  ;18,90  ;615.225  x  ;7,10  
;07.07.;SA;10;43;30;6;29;49;34;2;44.511.483,75  ;JP;5.409.507,10  ;4  x  ;445.114,80  ;14  x  ;79.484,70  ;763  x  ;3.791,90  ;1.835  x  ;242,50  ;47.132  x  ;47,20  ;57.334  x  ;31,00  ;917.048  x  ;10,60  
28.;11.07.;MI;21;11;32;16;29;43;25;1;21.039.122,25  ;JP;6.461.463,20  ;3  x  ;280.521,60  ;13  x  ;40.459,80  ;595  x  ;2.298,30  ;1.208  x  ;174,10  ;25.828  x  ;40,70  ;32.852  x  ;25,60  ;439.440  x  ;10,50  
;14.07.;SA;6;22;10;33;9;29;5;0;46.812.670,50  ;JP;8.802.096,70  ;4  x  ;468.126,70  ;34  x  ;34.421,00  ;1.098  x  ;2.771,20  ;3.505  x  ;133,50  ;64.786  x  ;36,10  ;95.348  x  ;19,60  ;1.127.179  x  ;9,10  
29.;18.07.;MI;29;20;23;47;21;34;27;9;22.649.769,00  ;JP;9.934.585,10  ;2  x  ;452.995,30  ;3  x  ;188.748,00  ;318  x  ;4.629,60  ;1.021  x  ;221,80  ;19.825  x  ;57,10  ;28.081  x  ;32,20  ;407.470  x  ;12,20  
;21.07.;SA;40;4;38;24;31;26;27;0;48.269.097,00  ;1  x  ;12.348.039,90  ;8  x  ;241.345,40  ;17  x  ;70.983,90  ;1.716  x  ;1.828,30  ;3.282  x  ;147,00  ;82.310  x  ;29,30  ;93.878  x  ;20,50  ;1.282.938  x  ;8,20  
30.;25.07.;MI;8;45;2;13;44;25;6;7;19.288.891,50  ;JP;964.444,50  ;3  x  ;257.185,20  ;12  x  ;40.185,10  ;421  x  ;2.978,00  ;1.064  x  ;181,20  ;22.307  x  ;43,20  ;32.961  x  ;23,40  ;402.045  x  ;10,50  
;28.07.;SA;41;16;31;27;37;49;20;7;43.055.954,25  ;1  x  ;3.117.242,20  ;4  x  ;430.559,50  ;16  x  ;67.274,90  ;1.509  x  ;1.854,60  ;2.123  x  ;202,80  ;64.973  x  ;33,10  ;61.858  x  ;27,80  ;1.024.187  x  ;9,20  
31.;01.08.;MI;19;43;41;32;26;44;3;0;19.411.514,25  ;JP;970.575,70  ;1  x  ;776.460,50  ;6  x  ;80.881,30  ;339  x  ;3.721,90  ;1.236  x  ;157,00  ;21.376  x  ;45,40  ;35.488  x  ;21,80  ;414.316  x  ;10,30  
;04.08.;SA;15;18;23;22;38;40;11;8;43.755.783,75  ;JP;3.158.364,80  ;1  x  ;1.750.231,30  ;14  x  ;78.135,30  ;630  x  ;4.514,40  ;1.961  x  ;223,10  ;39.195  x  ;55,80  ;67.650  x  ;25,80  ;804.252  x  ;11,90  
32.;08.08.;MI;41;49;13;43;12;22;16;4;20.321.903,25  ;1  x  ;4.174.459,90  ;3  x  ;270.958,70  ;3  x  ;169.349,10  ;324  x  ;4.076,90  ;718  x  ;283,00  ;18.595  x  ;54,60  ;24.002  x  ;33,80  ;397.139  x  ;11,20  
;11.08.;SA;3;47;20;1;2;49;35;3;43.406.663,25  ;JP;2.170.333,10  ;8  x  ;217.033,30  ;18  x  ;60.287,00  ;7.175  x  ;393,20  ;1.749  x  ;248,10  ;55.444  x  ;39,10  ;50.450  x  ;34,40  ;924.536  x  ;10,30  
33.;15.08.;MI;15;1;37;34;12;14;45;4;19.709.803,50  ;JP;3.155.823,20  ;1  x  ;788.392,10  ;5  x  ;98.549,00  ;279  x  ;4.591,80  ;755  x  ;261,00  ;16.369  x  ;60,20  ;21.804  x  ;36,10  ;341.248  x  ;12,70  
;18.08.;SA;16;34;28;5;32;40;18;4;43.935.105,00  ;JP;5.352.578,40  ;7  x  ;251.057,70  ;27  x  ;40.680,60  ;1.218  x  ;2.344,60  ;3.369  x  ;130,40  ;52.909  x  ;41,50  ;87.089  x  ;20,10  ;942.928  x  ;10,20  
34.;22.08.;MI;11;49;31;1;7;15;8;6;20.541.279,75  ;JP;6.379.642,30  ;3  x  ;273.883,70  ;16  x  ;32.095,70  ;885  x  ;1.508,60  ;1.867  x  ;110,00  ;40.593  x  ;25,30  ;44.469  x  ;18,40  ;557.936  x  ;8,00  
;25.08.;SA;17;27;25;35;22;16;42;4;45.028.196,25  ;JP;8.631.052,10  ;4  x  ;450.281,90  ;12  x  ;93.808,70  ;612  x  ;4.782,40  ;1.903  x  ;236,60  ;41.313  x  ;54,40  ;59.312  x  ;30,30  ;890.226  x  ;11,10  
35.;29.08.;MI;45;22;38;29;35;40;46;3;22.202.041,50  ;JP;9.741.154,10  ;1  x  ;888.081,60  ;10  x  ;55.505,10  ;348  x  ;4.146,90  ;885  x  ;250,80  ;18.511  x  ;59,90  ;26.372  x  ;33,60  ;371.605  x  ;13,10  
;01.09.;SA;48;3;16;6;26;7;22;5;49.503.954,00  ;1  x  ;12.216.351,80  ;5  x  ;396.031,60  ;24  x  ;51.566,60  ;1.655  x  ;1.944,20  ;2.978  x  ;166,20  ;82.806  x  ;29,80  ;79.092  x  ;25,00  ;1.339.812  x  ;8,10  
36.;05.09.;MI;24;7;37;44;4;18;38;4;20.084.970,75  ;JP;1.004.248,50  ;2  x  ;401.699,40  ;9  x  ;55.791,50  ;539  x  ;2.422,10  ;1.096  x  ;183,20  ;27.420  x  ;36,60  ;31.232  x  ;25,70  ;489.851  x  ;9,00  
;08.09.;SA;19;48;38;41;39;49;4;3;44.337.231,75  ;2  x  ;1.610.555,00  ;5  x  ;354.697,80  ;15  x  ;73.895,30  ;1.379  x  ;2.089,80  ;2.445  x  ;181,30  ;61.351  x  ;36,10  ;75.972  x  ;23,30  ;1.013.278  x  ;9,60  
37.;12.09.;MI;36;8;26;19;39;49;11;7;19.454.904,00  ;JP;972.745,20  ;1  x  ;778.196,10  ;9  x  ;54.041,40  ;393  x  ;3.217,70  ;1.276  x  ;152,40  ;21.737  x  ;44,70  ;36.736  x  ;21,10  ;407.138  x  ;10,50  
;15.09.;SA;41;48;6;9;8;34;23;0;45.265.140,75  ;JP;3.236.002,20  ;2  x  ;905.302,80  ;18  x  ;62.868,20  ;666  x  ;4.417,70  ;2.666  x  ;169,70  ;43.711  x  ;51,70  ;79.257  x  ;22,80  ;924.074  x  ;10,70  
38.;19.09.;MI;11;16;31;1;20;44;12;4;20.392.608,00  ;JP;4.255.632,60  ;2  x  ;407.852,10  ;9  x  ;56.646,10  ;576  x  ;2.301,20  ;1.213  x  ;168,10  ;27.685  x  ;36,80  ;35.788  x  ;22,70  ;454.784  x  ;9,80  
;22.09.;SA;24;49;48;41;40;7;1;0;44.912.509,50  ;JP;6.501.258,00  ;2  x  ;898.250,10  ;39  x  ;28.790,00  ;848  x  ;3.442,50  ;3.429  x  ;130,90  ;56.248  x  ;39,90  ;92.523  x  ;19,40  ;1.007.740  x  ;9,80  
39.;26.09.;MI;14;47;12;29;40;10;4;7;21.655.387,50  ;JP;7.584.027,30  ;JP;866.215,50  ;10  x  ;54.138,40  ;321  x  ;4.385,00  ;1.081  x  ;200,30  ;19.889  x  ;54,40  ;34.555  x  ;25,00  ;409.293  x  ;11,60  
;29.09.;SA;39;4;20;41;34;1;47;0;48.797.672,25  ;JP;10.023.910,90  ;JP;2.818.122,30  ;22  x  ;55.451,90  ;650  x  ;4.879,70  ;1.744  x  ;279,80  ;42.922  x  ;56,80  ;58.981  x  ;33,00  ;899.097  x  ;11,90  
40.;03.10.;MI;46;48;49;13;28;35;29;4;23.569.235,25  ;1  x  ;11.202.372,60  ;1  x  ;3.760.891,70  ;6  x  ;98.205,10  ;331  x  ;4.628,30  ;1.035  x  ;227,70  ;21.997  x  ;53,50  ;29.609  x  ;31,80  ;452.719  x  ;11,40  
;06.10.;SA;34;20;8;22;44;46;40;5;44.656.924,50  ;JP;2.232.846,20  ;2  x  ;893.138,40  ;18  x  ;62.023,50  ;719  x  ;4.037,10  ;1.739  x  ;256,70  ;38.754  x  ;57,60  ;56.105  x  ;31,80  ;738.773  x  ;13,20  
41.;10.10.;MI;38;48;43;15;13;28;11;3;20.603.190,75  ;JP;3.263.005,70  ;JP;824.127,60  ;11  x  ;46.825,40  ;394  x  ;3.399,00  ;923  x  ;223,20  ;20.798  x  ;49,50  ;28.009  x  ;29,40  ;378.837  x  ;11,90  
;13.10.;SA;9;37;36;42;10;43;20;8;45.425.133,00  ;1  x  ;5.534.262,30  ;1  x  ;2.641.132,90  ;10  x  ;113.562,80  ;604  x  ;4.888,40  ;1.631  x  ;278,50  ;38.871  x  ;58,40  ;54.498  x  ;33,30  ;819.795  x  ;12,10  
42.;17.10.;MI;10;5;12;46;47;14;3;6;21.841.893,75  ;JP;1.092.094,60  ;2  x  ;436.837,80  ;15  x  ;36.403,10  ;415  x  ;3.421,00  ;1.273  x  ;171,50  ;23.415  x  ;46,60  ;36.692  x  ;23,80  ;439.280  x  ;10,90  
;20.10.;SA;26;8;6;11;15;33;17;9;43.786.587,75  ;JP;3.281.423,90  ;2  x  ;875.731,70  ;29  x  ;37.747,00  ;1.229  x  ;2.315,80  ;3.338  x  ;131,10  ;62.985  x  ;34,70  ;93.069  x  ;18,80  ;1.070.030  x  ;9,00  
43.;24.10.;MI;44;33;6;39;18;14;12;5;20.289.096,00  ;JP;4.295.878,70  ;1  x  ;811.563,80  ;14  x  ;36.230,50  ;505  x  ;2.611,40  ;1.367  x  ;148,40  ;24.761  x  ;40,90  ;35.135  x  ;23,00  ;428.682  x  ;10,40  
